_id,_form_id,_locale,_savepoint_type,_savepoint_timestamp,_savepoint_creator,filename,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10,attribute11,attribute12,attribute13,attribute14,attribute15,attribute16,attribute17,attribute18,_row_etag,_filter_type,_filter_value
68db36b6-48d6-41cc-84e7-a6c418779b99,2894e800-2d92-11e4-8c21-0800200c9a66,en,COMPLETE,2014-09-12T11:01:37.000000562,uri_user,alfashir1_B12.csv,DS1922E,950000001C4A1D41,true,false,false,Every 443 second(s),Sun Jul 28 10:00:01 AST 2013,8192,true(rolled over occurred),Mon Aug 05 08:07:16 AST 2013,9737,10359,0.5 C,disabled,disabled,disabled,disabled,disabled,,,,,
